,community,clean,smell,noise,town,district,longitude,latitude,score,coordinates,mobike_count,service_count,leisure_count,culture_count,classe
366,金豪居委会,3,1,1,山阳镇,金山区,121.349421733626,30.7364005327584,0.9166666666666665,POINT (121.349421733626 30.7364005327584),-0.9401915124288907,-1.0562015104836098,-0.32222291198306263,-0.8509374217465573,very happy
367,铁岭路五十弄居委会,2,1,1,四平路街道,杨浦区,121.510878571888,31.2811530756539,0.8333333333333333,POINT (121.510878571888 31.2811530756539),2.073187365710132,0.6382558010842353,0.34625424260364807,0.8359899638990643,happy
368,银杏社区居委会,3,0,0,嘉定镇街道,嘉定区,121.235307221451,31.3771056109352,0.25,POINT (121.235307221451 31.3771056109352),-0.9281103829059966,-0.814136180259632,-0.38907062744173365,-0.42920557533515186,very unhappy
369,锦秋第一居委会,3,1,1,大场镇,宝山区,121.386613816474,31.3251627993237,0.9166666666666665,POINT (121.386613816474 31.3251627993237),-0.5604988702807894,-0.4510381849236651,-0.6564614892764179,0.8359899638990643,very happy
370,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),0.3662963516898035,0.2751578057482685,0.14571109622763484,3.788112888778902,very unhappy
371,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),0.3662963516898035,0.2751578057482685,0.14571109622763484,3.788112888778902,very unhappy
372,长宏新苑居委会,3,1,1,淞南镇,宝山区,121.488321905831,31.3435066182358,0.9166666666666665,POINT (121.488321905831 31.3435066182358),0.09878562654000483,-0.3300055198116762,-0.4559183429004047,-0.8509374217465573,very happy
373,长江居委会,3,1,0,南京东路街道,黄浦区,121.464020669218,31.2364652640607,0.5833333333333333,POINT (121.464020669218 31.2364652640607),0.6786798436389233,2.6958111079880474,3.889183161913215,0.4142581174876589,very unhappy
374,长风一村居委会,2,1,0,长风新村街道,普陀区,121.398820231868,31.2287184544931,0.5,POINT (121.398820231868 31.2287184544931),0.05218698409455603,-0.08794018958769832,-0.38907062744173365,-0.0074737289237464645,very unhappy
375,陈家宅居委会,2,1,1,徐家汇街道,徐汇区,121.428500064526,31.1852848823914,0.8333333333333333,POINT (121.428500064526 31.1852848823914),0.5975636882709198,2.937876438212025,1.8837516981530826,2.1011855031332805,happy
376,陈家宅居委会,2,1,1,潍坊新村街道,浦东新区,121.512170204291,31.2240346099093,0.8333333333333333,POINT (121.512170204291 31.2240346099093),-0.5570471189885339,0.5172231359722463,0.279406527144977,-0.8509374217465573,happy
377,陈家宅居委会,2,1,1,沪东新村街道,浦东新区,121.570743689469,31.2674250577202,0.8333333333333333,POINT (121.570743689469 31.2674250577202),-0.8469942275379931,-0.3300055198116762,-0.4559183429004047,-0.0074737289237464645,happy
378,露香居委会,3,1,1,豫园街道,黄浦区,121.480364949882,31.2276992411271,0.9166666666666665,POINT (121.480364949882 31.2276992411271),1.489841397318958,2.8168437731000364,4.156574023747899,0.4142581174876589,very happy
379,青安社区居委会,1,0,1,夏阳街道,青浦区,121.116967089059,31.1615757378301,0.41666666666666663,POINT (121.116967089059 31.1615757378301),-0.9401915124288907,-0.572070850035654,0.012015665310292719,-0.42920557533515186,very unhappy
380,鞍山四村第一居委会,2,1,1,四平路街道,杨浦区,121.505674494682,31.2784463546155,0.8333333333333333,POINT (121.505674494682 31.2784463546155),1.8298388996061214,0.3961904708602574,0.41310195806231914,2.1011855031332805,happy
381,鞍山路三一零弄居委会,2,1,1,四平路街道,杨浦区,121.504818148538,31.2821907539002,0.8333333333333333,POINT (121.504818148538 31.2821907539002),1.871259915113187,-0.20897285469968727,0.07886338076896379,2.9446491959560914,happy
382,香山新村一居委会,3,1,1,金杨新村街道,浦东新区,121.567570405549,31.2423953037003,0.9166666666666665,POINT (121.567570405549 31.2423953037003),-0.6329856474181541,-0.4510381849236651,-0.723309204735089,0.4142581174876589,very happy
383,香花桥街居委会,3,1,1,塘桥街道,浦东新区,121.508542072958,31.2158313980006,0.9166666666666665,POINT (121.508542072958 31.2158313980006),-0.4983673470201909,-0.3300055198116762,-0.4559183429004047,0.4142581174876589,very happy
384,馨汇南苑居委会,2,1,1,漕河泾街道,徐汇区,121.435373692641,31.1632336164382,0.8333333333333333,POINT (121.435373692641 31.1632336164382),0.4387831288271683,0.15412514063627955,-0.38907062744173365,-0.0074737289237464645,happy
385,馨苑居委会,3,1,1,凉城新村街道,虹口区,121.459130978811,31.2919417116407,0.9166666666666665,POINT (121.459130978811 31.2919417116407),0.1643689010928587,-0.693103515147643,-0.5227660583590759,-0.8509374217465573,very happy
386,馨苑居委会,3,1,1,万祥镇,浦东新区,121.812223229518,30.9674917601366,0.9166666666666665,POINT (121.812223229518 30.9674917601366),-0.9401915124288907,-1.0562015104836098,-0.9238523511111022,-0.8509374217465573,very happy
387,马路桥居委会,3,1,0,岳阳街道,松江区,121.222332791325,31.0065537664432,0.5833333333333333,POINT (121.222332791325 31.0065537664432),-0.9401915124288907,0.2751578057482685,0.6136451044383323,-0.0074737289237464645,very unhappy
388,高华新村第三居委会,2,1,1,江川路街道,闵行区,121.418534149031,31.0038836873823,0.8333333333333333,POINT (121.418534149031 31.0038836873823),-0.9212068803214857,-0.572070850035654,-0.38907062744173365,-0.8509374217465573,happy
389,鸿兴居委会,3,1,1,提篮桥街道,虹口区,121.497307079158,31.2586967640444,0.9166666666666665,POINT (121.497307079158 31.2586967640444),1.1377627655089004,0.6382558010842353,0.14571109622763484,0.4142581174876589,very happy
390,黄渡路居委会,2,1,1,四川北路街道,虹口区,121.476928661028,31.2691603211919,0.8333333333333333,POINT (121.476928661028 31.2691603211919),1.50364840248798,3.179941768436003,0.8810359662730166,1.679453656721875,happy
391,鼎信居委会,4,1,0,方松街道,松江区,121.228428778365,31.0328140016649,0.6666666666666666,POINT (121.228428778365 31.0328140016649),-0.9401915124288907,-0.3300055198116762,-0.5227660583590759,-0.42920557533515186,very unhappy
392,齐河第四居委会,2,1,0,周家渡街道,浦东新区,121.511665166614,31.1836392948176,0.5,POINT (121.511665166614 31.1836392948176),-0.5294331086504901,-0.3300055198116762,-0.5896137738177468,-0.8509374217465573,very unhappy
393,龙阳居委会,3,1,0,徐泾镇,青浦区,121.272024461359,31.1710851691452,0.5833333333333333,POINT (121.272024461359 31.1710851691452),-0.8677047352915259,-0.814136180259632,-0.4559183429004047,-0.0074737289237464645,very unhappy
394,龙阳路居委会,3,1,0,塘桥街道,浦东新区,121.524910617331,31.2071493942291,0.5833333333333333,POINT (121.524910617331 31.2071493942291),-0.6519702795255592,-0.3300055198116762,-0.4559183429004047,0.4142581174876589,very unhappy
